Dyntaxa ID number,Establishment,Växtsätt,kontroll,Växtnamn,Medelhöjd (cm),Maxhöjd (cm),Blomningsstart,Blomningsslut,Phenology,Börjar Blomma,Extreme phenology,Sena,Blommande?,Blomfärg
304,Resident,Ormbunke,#REF!,Asplenium ceterach L.,5,20,Mars,Juli, ,Ingen data, ,Ingen data,Nej,
222730,Resident,Ormbunke,#REF!,Asplenium ruta-muraria L.,10,40,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
1228,Resident,Ört,#REF!,Asplenium scolopendrium L.,30,80,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
222732,Resident,Ört,#REF!,Asplenium septentrionale (L.) Hoffm.,10,30,Juni,Augusti,9,9. S Jun,2,07-jul,Nej,
6012035,Resident,Ört,#REF!,Asplenium trichomanes ssp. quadrivalens,10,30,Juli,Augusti,9,9. S Jun,2,07-jul,Nej,
224869,Resident,Ormbunke,#REF!,Asplenium trichomanes ssp. trichomanes,10,40,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
222734,Resident,Ört,#REF!,Asplenium viride Huds.,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
221165,Resident,Ört,#REF!,Astragalus alpinus L.,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Lila
114,Resident,Ört,#REF!,Astragalus arenarius L.,10,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
221168,Resident,Ört,#REF!,Astragalus cicer L.,50,120,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Gul
115,Resident,Ört,#REF!,Astragalus danicus Retz.,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
221171,Resident,Ört,#REF!,Astragalus frigidus (L.) A. Gray,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
221172,Resident,Ört,#REF!,Astragalus glycyphyllos L.,20,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
221173,Resident,Ört,#REF!,Astragalus norvegicus Grauer,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
116,Resident,Ört,#REF!,Astragalus penduliflorus Lam.,30,80,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Gul
221176,Resident,Ört,#REF!,Astrantia major L.,50,120,Juli,September,9,9. S Jun,2,07-jul,Ja,Vit
219635,Resident,Ört,#REF!,Athyrium distentifolium Tausch ex Opiz,30,100,Juli,Augusti, ,Ingen data, ,Ingen data,Nej,
222736,Resident,Ormbunke,#REF!,Athyrium filix-femina (L.) Roth,50,150,Juni,Augusti,10,10. B Jul,3,22-jul,Nej,
222737,Resident,Ört,#REF!,Atocion armeria (L.) Raf.,20,80,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
220651,Resident,Ört,#REF!,Atocion rupestre (L.) Oxelman,10,25,Juni,Juli, ,Ingen data, ,Ingen data,Ja,"Vit, rosa"
220653,Resident,Ört,#REF!,Atriplex calotheca (Rafn) Fr.,10,50,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
220655,Resident,Ört,#REF!,Atriplex glabriuscula Edmondston,10,30,Juni,Augusti,12,12. B Aug,5,21-aug,Ja,Grön
220656,Resident,Ört,#REF!,Atriplex hortensis L.,50,150,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
120,Resident,Ört,#REF!,Atriplex laciniata L.,10,50,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
220661,Resident,Ört,#REF!,Atriplex littoralis L.,10,50,Juli,September,10,10. B Jul,3,22-jul,Ja,Grön
220662,Resident,Ört,#REF!,Atriplex longipes Drejer,30,100,Juli,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
220664,Resident,Ört,#REF!,Atriplex patula L.,20,60,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
220668,Resident,Ört,#REF!,Atriplex prostrata Boucher ex DC.,10,50,Juli,September,11,11. S Jul,4,06-aug,Ja,Grön
220670,Extinct,Ört,#REF!,Atriplex rosea L.,10,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
220673,Extinct,Ört,#REF!,Atriplex tatarica L.,30,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
220674,Resident,Ört,#REF!,Atropa bella-donna L.,100,200,Juli,September, ,Ingen data, ,Ingen data,Ja,Purpur
222230,Resident,Gräs,#REF!,Avena fatua L.,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
222416,Resident,Gräs,#REF!,Avenella flexuosa (L.) Drejer,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
220178,Resident,Gräs,#REF!,Avenula pratensis (L.) Dumort.,10,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222496,Resident,Gräs,#REF!,Avenula pubescens (Huds.) Dumort.,50,120,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
139,Resident,Vattenväxt,#REF!,Baldellia ranunculoides (L.) Parl.,20,40,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
140,Resident,Ört,#REF!,Baldellia repens (Lam.) Ooststr. ex Lawalrée,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
219560,Resident,Ört,#REF!,Ballota nigra L.,40,100,Juni,September,11,11. S Jul,4,06-aug,Ja,Rosa
221602,Resident,Ört,#REF!,Barbarea intermedia Boreau,20,60,Maj,Juli,6,6.B Maj,3,22-jul,Ja,Gul
220431,Resident,Ört,#REF!,Barbarea stricta Andrz.,20,50,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Gul
220433,Resident,Ört,#REF!,Barbarea vulgaris R. Br.,30,80,Maj,Juli,5,5. S Apr,4,06-aug,Ja,Gul
220434,Resident,Ört,#REF!,Bartsia alpina L.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Lila
222235,Resident,Gräs,#REF!,Beckmannia syzigachne (Steud.) Fernald,30,80,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
220997,Resident,Ört,#REF!,Bellis perennis L.,5,20,Mars,Oktober,3,3. S Mar,6,05-sep,Ja,Vit
222794,Resident,Buske,#REF!,Berberis thunbergii DC.,50,150,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Gul
222795,Resident,Buske,#REF!,Berberis vulgaris L.,150,300,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Gul
222796,Non-resident,Ört,#REF!,Bergenia cordifolia (Haw.) Sternb.,30,80,April,Juni,5,5. S Apr,4,06-aug,Ja,Rosa
223331,Non-resident,Ört,#REF!,Bergenia crassifolia (L.) Fritsch,30,60,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Rosa
223332,Resident,Ört,#REF!,Berteroa incana (L.) DC.,30,80,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
220435,Resident,Ört,#REF!,Berula erecta (Huds.) Coville,30,100,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
220681,Resident,Ört,#REF!,Beta vulgaris L.,50,150,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön 
221830,Non-resident,Ört,#REF!,Betonica macrantha K. Koch,50,120,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Rosa
1524,Resident,Ört,#REF!,Betonica officinalis L.,20,60,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
220682,Resident,Buske,#REF!,Betula nana L.,30,60,Juni,Juli,5,5. S Apr,4,06-aug,Ja,Grön 
221394,Resident,Träd,#REF!,Betula pendula Roth,1000,3000,April,Maj,5,5. S Apr,4,06-aug,Ja,Grön 
221395,Resident,Träd,#REF!,Betula pubescens Ehrh.,1000,2000,April,Maj,5,5. S Apr,4,06-aug,Ja,Grön 
219995,Resident,Ört,#REF!,Bidens cernua L.,20,80,Juli,September,12,12. B Aug,5,21-aug,Ja,Gul
219998,Resident,Ört,#REF!,Bidens pilosa,30,100,Juli,September, ,Ingen data, ,Ingen data,Ja,Gul
146,Resident,Ört,#REF!,Bidens radiata Thuill.,10,60,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Gul
220001,Resident,Ört,#REF!,Bidens tripartita L.,10,60,Juli,September,11,11. S Jul,4,06-aug,Ja,Gul
220684,Resident,Ört,#REF!,Bistorta officinalis Delarbre,30,100,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
220685,Resident,Ört,#REF!,Bistorta vivipara (L.) Delarbre,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
6024008,Resident,Ört,#REF!,Blackstonia perfoliata (L.) Huds.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220686,Resident,Ört,#REF!,Blechnum spicant (L.) Roth,30,100,Juni,Augusti,10,10. B Jul,3,22-jul,Nej,
220711,Resident,Ört,#REF!,Blitum bonus-henricus (L.) Rchb.,20,80,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
220714,Extinct,Ört,#REF!,Blitum capitatum L.,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Röd
222738,Resident,Gräs/halvgräs,#REF!,Blysmus compressus (L.) Panz. ex Link,10,40,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222237,Resident,Gräs/halvgräs,#REF!,Blysmus rufus (Huds.) Link,5,30,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222660,Resident,Vattenväxt,#REF!,Bolboschoenus maritimus (L.) Palla,50,150,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222238,Resident,Ört,#REF!,Borago officinalis L.,50,150,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Blå
223213,Resident,Ört,#REF!,Borkhausenia intermedia,10,50,Juli,September,7,7.S Maj,2,07-jul,Nej,
164,Resident,Ormbunke,#REF!,Botrychium boreale Milde,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
165,Resident,Ormbunke,#REF!,Botrychium lanceolatum (S. G. Gmel.) Ångstr.,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222112,Resident,Ormbunke,#REF!,Botrychium lunaria (L.) Sw.,5,15,Juni,Juli,8,8. B Jun,1,22-jun,Nej,
166,Resident,Ormbunke,#REF!,Botrychium matricariifolium (Retz.) A. Braun ex Koch,10,30,Juni,Augusti,6,6.B Maj,3,22-jul,Nej,
167,Resident,Ört,#REF!,Botrychium multifidum (S. G. Gmel.) Rupr.,10,50,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
168,Resident,Ört,#REF!,Botrychium simplex E. Hitchc.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Nej,
220561,Resident,Ört,#REF!,Botrychium tenebrosum,10,20,Juni,Juli, ,Ingen data, ,Ingen data,Nej,
169,Resident,Ormbunke,#REF!,Botrychium virginianum (L.) Sw.,20,80,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
219638,Non-resident,Ört,#REF!,Boykinia richardsonii (Hook.) Rothr.,20,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
222239,Resident,Gräs,#REF!,Brachypodium pinnatum (L.) P. Beauv.,50,120,Juni,Juli,10,10. B Jul,3,22-jul,Ja,Grön
222240,Resident,Gräs,#REF!,Brachypodium sylvaticum (Huds.) P. Beauv.,50,120,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
220439,Resident,Ört,#REF!,Brassica juncea (L.) Czern.,20,100,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220440,Non-resident,Ört,#REF!,Brassica napus L.,30,150,Maj,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220441,Resident,Ört,#REF!,Brassica nigra (L.) W. D. J. Koch,50,120,Juli,September,8,8. B Jun,1,22-jun,Ja,Gul
220443,Resident,Ört,#REF!,Brassica rapa L.,30,100,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Gul
172,Resident,Ört,#REF!,Braya linearis Rouy,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
222242,Resident,Gräs,#REF!,Briza media L.,30,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
174,Resident,Gräs,#REF!,Bromopsis benekenii (Lange) Holub,50,150,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222246,Resident,Gräs,#REF!,Bromopsis erecta (Huds.) Fourr.,50,120,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222247,Resident,Gräs,#REF!,Bromopsis inermis (Leyss.) Holub,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
178,Resident,Gräs,#REF!,Bromopsis ramosa (Huds.) Holub,30,100,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
173,Resident,Gräs,#REF!,Bromus arvensis L.,30,100,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
175,Resident,Gräs,#REF!,Bromus commutatus Schrad.,50,100,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
222255,Resident,Gräs,#REF!,Bromus hordeaceus L.,20,80,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Grön
1726,Resident,Gräs,#REF!,Bromus lepidus Holmb.,20,50,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
1863,Resident,Gräs,#REF!,Bromus pseudosecalinus P. M. Sm.,50,120,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
177,Resident,Gräs,#REF!,Bromus racemosus L.,20,80,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
179,Resident,Gräs,#REF!,Bromus secalinus L.,50,100,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
223416,Resident,Ört,#REF!,Brunnera macrophylla (Adams) I. M. Johnst.,20,50,April,Juni,5,5. S Apr,4,06-aug,Ja,Blå
221509,Resident,Klättrande växt,#REF!,Bryonia alba L.,200,500,Maj,Juni,10,10. B Jul,3,22-jul,Ja,Vit
220998,Resident,Klättrande växt,#REF!,Bryonia dioica Jacq.,200,400,Maj,Juni,12,12. B Aug,5,21-aug,Ja,Vit
220999,Non-resident,Buske,#REF!,Buddleja davidii Franch.,100,300,Juli,September, ,Ingen data, ,Ingen data,Ja,Lila
219848,Resident,Ört,#REF!,Buglossoides arvensis (L.) I. M. Johnst.,10,30,Juni,September,5,5. S Apr,4,06-aug,Ja,Blå
220447,Resident,Ört,#REF!,Bunias orientalis L.,30,100,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Gul
209,Resident,Ört,#REF!,Bunium bulbocastanum L.,30,100,Juni,Juli,9,9. S Jun,2,07-jul,Ja,Vit
219640,Resident,Ört,#REF!,Bupleurum falcatum L.,30,80,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
1864,Resident,Ört,#REF!,Bupleurum tenuissimum L.,10,30,Juli,September,11,11. S Jul,4,06-aug,Ja,Gul
219647,Resident,Vattenväxt,#REF!,Butomus umbellatus L.,50,150,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Rosa
219561,Non-resident,Buske,#REF!,Buxus sempervirens L.,100,500,April,Maj, ,Ingen data, ,Ingen data,Ja,Grön 
221510,Non-resident,Vattenväxt,#REF!,Cabomba caroliniana A. Gray,20,80,Juli,September, ,Ingen data, ,Ingen data,Ja,Gul
220449,Resident,Ört,#REF!,Cakile maritima Scop.,10,50,Juli,September,10,10. B Jul,3,22-jul,Ja,Vit
220450,Resident,Gräs,#REF!,Calamagrostis arundinacea (L.) Roth,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
222268,Resident,Gräs,#REF!,Calamagrostis canescens (Weber) Roth,50,150,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
2082,Resident,Gräs,#REF!,Calamagrostis chalybaea (Laest.) Fr.,30,80,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222270,Resident,Gräs,#REF!,Calamagrostis epigejos (L.) Roth,50,150,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
222271,Resident,Gräs,#REF!,Calamagrostis lapponica (Wahlenb.) Hartm.,50,150,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222273,Resident,Gräs,#REF!,"Calamagrostis neglecta (Ehrh.) G.Gaertn., B.Mey. & Scherb.",50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
222272,Resident,Gräs,#REF!,Calamagrostis phragmitoides Hartm.,60,150,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
222274,Resident,Gräs,#REF!,Calamagrostis varia (Schrad.) Host,50,150,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
220006,Non-resident,Ört,#REF!,Calendula officinalis L.,20,60,Juni,Augusti,12,12. B Aug,5,21-aug,Ja,Orange
220007,Resident,Vattenväxt,#REF!,Calla palustris L.,20,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
221608,Resident,Vattenväxt,#REF!,Callitriche × vigens K. Martinsson,5,20,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
220008,Resident,Vattenväxt,#REF!,Callitriche cophocarpa Sendtn.,5,20,Maj,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
221610,Resident,Vattenväxt,#REF!,Callitriche hamulata Kütz. ex W. D. J. Koch,10,50,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
221611,Resident,Vattenväxt,#REF!,Callitriche hermaphroditica L.,10,50,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
221612,Resident,Vattenväxt,#REF!,Callitriche palustris L.,5,20,Juli,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
221613,Resident,Vattenväxt,#REF!,Callitriche platycarpa Kütz.,10,40,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
221614,Resident,Vattenväxt,#REF!,Callitriche stagnalis Scop.,5,20,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
221615,Resident,Buske,#REF!,Calluna vulgaris (L.) Hull,20,50,Augusti,September,11,11. S Jul,4,06-aug,Ja,Rosa
220009,Resident,Ört,#REF!,Caltha palustris L.,20,50,April,Juni,5,5. S Apr,4,06-aug,Ja,Gul
233,Resident,Ört,#REF!,Calypso bulbosa (L.) Oakes,5,15,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Rosa
223417,Resident,Klättrande växt,#REF!,Calystegia pulchra Brummitt & Heywood,50,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
265833,Resident,Klättrande växt,#REF!,Calystegia sepium ssp. sepium,20,80,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
225194,Resident,Klättrande växt,#REF!,Calystegia sepium ssp. spectabilis,100,500,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
242,Extinct,Ört,#REF!,Camelina alyssum (Mill.) Thell.,10,50,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
1708,Resident,Ört,#REF!,Camelina microcarpa Andrz. ex DC.,10,50,Maj,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
244,Extinct,Ört,#REF!,Camelina sativa (L.) Crantz,30,100,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220455,Resident,Ört,#REF!,Campanula alliariifolia Willd.,50,100,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
245,Resident,Ört,#REF!,Campanula cervicaria L.,30,100,Juni,Juli,9,9. S Jun,2,07-jul,Ja,Blå
260352,Resident,Ört,#REF!,Campanula glomerata 'Superba',30,100,Juni,Juli,10,10. B Jul,3,22-jul,Ja,Blå
223652,Resident,Ört,#REF!,Campanula glomerata ssp. glomerata,20,50,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Blå
220014,Resident,Ört,#REF!,Campanula lactiflora M. Bieb.,50,150,Juli,September, ,Ingen data, ,Ingen data,Ja,Blå
220015,Resident,Ört,#REF!,Campanula latifolia L.,50,150,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Blå
220016,Resident,Ört,#REF!,Campanula medium L.,30,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Blå
220017,Resident,Ört,#REF!,Campanula patula L.,20,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Blå
220018,Resident,Ört,#REF!,Campanula persicifolia L.,30,100,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Blå
220021,Resident,Ört,#REF!,Campanula rapunculoides L.,30,100,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Blå
246,Resident,Ört,#REF!,Campanula rapunculus L.,30,120,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Blå
220023,Resident,Ört,#REF!,Campanula rotundifolia L.,10,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Blå
220024,Resident,Ört,#REF!,Campanula trachelium L.,30,120,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Blå
220025,Resident,Ört,#REF!,Campanula uniflora L.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
219648,Resident,Ört,#REF!,Capsella bursa-pastoris (L.) Medik.,10,50,Mars,November,5,5. S Apr,4,06-aug,Ja,Vit
223420,Resident,Buske,#REF!,Caragana arborescens Lam.,200,600,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Gul
221177,Non-resident,Buske,#REF!,Caragana frutex (L.) K. Koch,100,300,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Gul
221178,Resident,Ört,#REF!,Cardamine amara L.,10,60,April,Juni,6,6.B Maj,3,22-jul,Ja,Vit
220459,Resident,Ört,#REF!,Cardamine bellidifolia L.,5,15,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
220460,Resident,Ört,#REF!,Cardamine bulbifera (L.) Crantz,10,50,April,Juni,6,6.B Maj,3,22-jul,Ja,Rosa
220461,Resident,Ört,#REF!,Cardamine flexuosa With.,10,30,Mars,Juli,5,5. S Apr,4,06-aug,Ja,Vit
220463,Resident,Ört,#REF!,Cardamine hirsuta L.,10,30,Mars,Juni,4,4. B Apr,5,21-aug,Ja,Vit
220464,Resident,Ört,#REF!,Cardamine impatiens L.,20,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
6028243,Resident,Ört,#REF!,Cardamine occulta Hornem.,10,50,Mars,Juni, ,Ingen data, ,Ingen data,Ja,Vit
254,Resident,Ört,#REF!,Cardamine parviflora L.,10,40,Maj,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220467,Resident,Ört,#REF!,Cardamine pratensis L.,20,60,April,Juni,6,6.B Maj,3,22-jul,Ja,Vit
1865,Resident,Ört,#REF!,Carduus acanthoides L.,50,150,Juli,September,9,9. S Jun,2,07-jul,Ja,Lila
220028,Resident,Ört,#REF!,Carduus crispus L.,50,150,Juli,September,7,7.S Maj,2,07-jul,Ja,Röd
255,Resident,Ört,#REF!,Carduus nutans L.,50,150,Juli,September,9,9. S Jun,2,07-jul,Ja,Lila
221979,Resident,Ört,#REF!,Carduus thoermeri,50,200,Juli,September, ,Ingen data, ,Ingen data,Ja,Lila
222373,Resident,Gräs/halvgräs,#REF!,Carex × grahamii,30,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
220036,Resident,Gräs/halvgräs,#REF!,Carex acuta L.,50,120,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
222276,Resident,Gräs/halvgräs,#REF!,Carex acutiformis Ehrh.,60,150,Juni,Juli,6,6.B Maj,3,22-jul,Ja,Grön
222277,Resident,Gräs/halvgräs,#REF!,Carex appropinquata Schumach.,10,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
222278,Resident,Gräs/halvgräs,#REF!,Carex aquatilis Wahlenb.,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222279,Resident,Gräs/halvgräs,#REF!,Carex arctogena Harry Sm.,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222280,Resident,Gräs/halvgräs,#REF!,Carex arenaria L.,10,60,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
256,Resident,Gräs/halvgräs,#REF!,Carex atherodes Spreng.,50,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
222282,Resident,Gräs/halvgräs,#REF!,Carex atrata L.,10,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222283,Resident,Gräs/halvgräs,#REF!,Carex atrofusca Schkuhr,10,40,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
258,Resident,Gräs/halvgräs,#REF!,Carex bicolor Bellardi ex All.,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
222285,Resident,Gräs/halvgräs,#REF!,Carex bigelowii Torr. ex Schwein.,10,40,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222290,Resident,Gräs/halvgräs,#REF!,Carex brunnescens (Pers.) Poir.,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222291,Resident,Gräs/halvgräs,#REF!,Carex buxbaumii Wahlenb.,30,80,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
222292,Resident,Gräs/halvgräs,#REF!,Carex canescens L.,20,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
222293,Resident,Gräs/halvgräs,#REF!,Carex capillaris L.,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222294,Resident,Gräs/halvgräs,#REF!,Carex capitata L.,20,60,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
222295,Resident,Gräs/halvgräs,#REF!,Carex caryophyllea Latourr.,10,50,Juni,Augusti,5,5. S Apr,4,06-aug,Ja,Grön
222296,Resident,Gräs/halvgräs,#REF!,Carex cespitosa L.,20,100,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
222297,Resident,Gräs/halvgräs,#REF!,Carex chordorrhiza Ehrh. ex L.f.,20,80,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
262,Resident,Gräs/halvgräs,#REF!,Carex colchica J. Gay,10,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
232089,Resident,Gräs/halvgräs,#REF!,Carex concolor,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222298,Resident,Gräs/halvgräs,#REF!,Carex demissa Hornem.,10,40,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
222299,Resident,Gräs/halvgräs,#REF!,Carex diandra Schrank,10,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
222300,Resident,Gräs/halvgräs,#REF!,Carex digitata L.,20,60,Juni,Augusti,5,5. S Apr,4,06-aug,Ja,Grön
222301,Resident,Gräs/halvgräs,#REF!,Carex dioica L.,10,20,Juni,Juli,6,6.B Maj,3,22-jul,Ja,Grön
222302,Resident,Gräs/halvgräs,#REF!,Carex disperma Dewey,10,40,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222303,Resident,Gräs/halvgräs,#REF!,Carex distans L.,30,80,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222304,Resident,Gräs/halvgräs,#REF!,Carex disticha Huds.,20,80,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
222305,Resident,Gräs/halvgräs,#REF!,Carex divulsa Stokes,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222306,Resident,Gräs/halvgräs,#REF!,Carex echinata Murray,10,40,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222307,Resident,Gräs/halvgräs,#REF!,Carex elata All.,60,150,Juni,Juli,6,6.B Maj,3,22-jul,Ja,Grön
222308,Resident,Gräs/halvgräs,#REF!,Carex elongata L.,50,150,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
