_id,Damage,Hostplant Family,Hostplant Genus,Hostplant Species,Hostplant Subspecies/var,HOSTS ID,Insect Author,Insect Family,Insect Genus,Insect Species,Insect Subspecies,Lab Rearing,Location
1130,on lichens on trees,Lichenes,,,,1130,Packard,Arctiidae,Crambidia,pallida,,,Nearctic
1269,,Apocynaceae,Apocynum,androsaemifolium,,1269,Stretch,Arctiidae,Cycnia,oregonensis,,,Nearctic
1260,on lichens,Lichenes,,,,1260,Linnaeus,Arctiidae,Cybosia,mesomella,,,British Isles
1273,,Apocynaceae,Apocynum,,,1273,Hübner,Arctiidae,Cycnia,tenera,,,Nearctic
1277,,Asclepiadaceae,Asclepias,incarnata,,1277,Hübner,Arctiidae,Cycnia,tenera,,,Nearctic
1262,,Asclepiadaceae,Asclepias,,,1262,Edwards,Arctiidae,Cycnia,inopinatus,,,Nearctic
1267,,Apocynaceae,Apocynum,,,1267,Stretch,Arctiidae,Cycnia,oregonensis,,,Nearctic
1271,,Betulaceae,Betula,papyrifera,,1271,Stretch,Arctiidae,Cycnia,oregonensis,,,Nearctic
1278,,Asclepiadaceae,Asclepias,syriaca,,1278,Hübner,Arctiidae,Cycnia,tenera,,,Nearctic
1305,,Onagraceae,Epilobium,angustifolium,,1305,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1308,,Compositae,Hieracium,umbellatum,,1308,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1318,on leaves,Ericaceae,Calluna,,,1318,Linnaeus,Arctiidae,Diacrisia,sannio,,,British Isles
1309,,Plantaginaceae,Plantago,,,1309,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1314,,Leguminosae (P),Trifolium,,,1314,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1317,on herbaceous plants,Polyphagous,,,,1317,Linnaeus,Arctiidae,Diacrisia,sannio,,,British Isles
1315,,Ericaceae,Vaccinium,oxycoccos,,1315,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1316,,Ericaceae,Vaccinium,uliginosum,,1316,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1331,,Onagraceae,Epilobium,angustifolium,,1331,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1330,,Chenopodiaceae,Chenopodium,,,1330,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1328,,Chenopodiaceae,Atriplex,,,1328,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1336,,Lythraceae,Lythrum,salicaria,,1336,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1333,,Balsaminaceae,Impatiens,noli-tangere,,1333,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1340,,Labiatae,Stachys,sylvatica,,1340,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1335,,Labiatae,Lamium,,,1335,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1337,,Plantaginaceae,Plantago,major,,1337,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1231,,Iridaceae,,,,1231,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1343,on herbaceous plants,Polyphagous,,,,1343,Clerck,Arctiidae,Diaphora,mendica,,,British Isles
1233,,Gramineae,Agrostis,canina,,1233,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1234,,Gramineae,Agrostis,gigantea,,1234,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1235,,Gramineae,Bromus,inermis,,1235,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1220,,Cyperaceae,Carex,,,1220,Stretch,Arctiidae,Ctenucha,brunnea,,,Nearctic
1239,,Gramineae,Elytrigia,repens,,1239,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1227,,Umbelliferae,Lomatium,torreyi,,1227,Ménétriés,Arctiidae,Ctenucha,rubroscapus,,,Nearctic
1261,,Leguminosae,,,,1261,Edwards,Arctiidae,Cycnia,inopinatus,,,Nearctic
1237,,Cyperaceae,Carex,,,1237,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1264,,Vitaceae,Cissus,,,1264,Edwards,Arctiidae,Cycnia,inopinatus,,,Nearctic
1240,,Iridaceae,Iris,,,1240,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1381,,Apocynaceae,Apocynum,androsaemifolium,,1381,Packard,Arctiidae,Ectypia,clio,,,Nearctic
1242,,Gramineae,Lolium,perenne,multiflorum,1242,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1385,,Asclepiadaceae,Sarcostemma,hirtellum,,1385,Packard,Arctiidae,Ectypia,clio,,,Nearctic
1246,,Gramineae,Poa,pratensis,,1246,Esper,Arctiidae,Ctenucha,virginica,,,Nearctic
1407,,Pinaceae,Pinus,,,1407,Grote,Arctiidae,Eilema,bicolor,,Y,Nearctic
1417,,Pinaceae,Tsuga,,,1417,Grote,Arctiidae,Eilema,bicolor,,Y,Nearctic
1303,,Ericaceae,Calluna,vulgaris,,1303,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1311,,Salicaceae,Salix,,,1311,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1259,on algae,Algae,,,,1259,Linnaeus,Arctiidae,Cybosia,mesomella,,,British Isles
1429,,Oleaceae,Fraxinus,,,8154,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1437,,Rosaceae,Malus,,,8162,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1272,,Asclepiadaceae,Asclepias,,,1272,Edwards,Arctiidae,Cycnia,pudens,,,Nearctic
1435,,Magnoliaceae,Liriodendron,tulipifera,,8160,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1274,,Apocynaceae,Apocynum,androsaemifolium,,1274,Hübner,Arctiidae,Cycnia,tenera,,,Nearctic
1422,,Juglandaceae,Carya,,,8147,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1341,,Leguminosae (P),Trifolium,,,1341,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1276,,Apocynaceae,Apocynum,cannabinum,,1276,Hübner,Arctiidae,Cycnia,tenera,,,Nearctic
1445,,Rosaceae,Pyrus,communis,,8170,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1480,,Rosaceae,Prunus,padus,,8205,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,Finland
1482,,Rosaceae,Prunus,spinosa,,8207,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,Finland
1487,on leaves,Rosaceae,Crataegus,,,8212,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,British Isles
1455,,Tiliaceae,Tilia,americana,,8180,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1302,,Betulaceae,Alnus,incana,,1302,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1488,on leaves,Rosaceae,Malus,,,8213,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,British Isles
1304,,Compositae,Cirsium,arvense,,1304,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1489,on leaves,Rosaceae,Prunus,spinosa,,8214,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,British Isles
1310,,Polygonaceae,Polygonum,,,1310,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1467,on trees/shrubs,Polyphagous,,,,8192,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1383,,Asclepiadaceae,Asclepias,fascicularis,,1383,Packard,Arctiidae,Ectypia,clio,,,Nearctic
1313,,Compositae,Taraxacum,,,1313,Linnaeus,Arctiidae,Diacrisia,sannio,,,Finland
1384,,Compositae,Lactuca,,,1384,Packard,Arctiidae,Ectypia,clio,,,Nearctic
1319,on leaves,Ericaceae,Erica,,,1319,Linnaeus,Arctiidae,Diacrisia,sannio,,,British Isles
1478,,Rosaceae,Prunus,cerasus,,8203,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,Finland
1329,,Betulaceae,Betula,,,1329,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1332,,Labiatae,Galeopsis,,,1332,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1484,,Rosaceae,Sorbus,aucuparia,,8209,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,Finland
1338,,Polygonaceae,Rumex,crispus,,1338,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1524,on leaves,Betulaceae,Betula,,,8249,Linnaeus,Drepanidae,Achlya,flavicornis,,,British Isles
1396,,Pinaceae,Abies,,,1396,Grote,Arctiidae,Eilema,bicolor,,Y,Nearctic
1339,,Salicaceae,Salix,,,1339,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1400,,Pinaceae,Larix,,,1400,Grote,Arctiidae,Eilema,bicolor,,Y,Nearctic
1342,,Urticaceae,Urtica,dioica,,1342,Clerck,Arctiidae,Diaphora,mendica,,,Finland
1539,,Rosaceae,Prunus,ilicifolia,lyonii,8264,Barnes & McDunn.,Drepanidae,Ceranemota,fasciata,,,Nearctic
1519,,Betulaceae,Betula,,,8244,Linnaeus,Drepanidae,Achlya,flavicornis,,,Finland
1525,,Betulaceae,Betula,pendula,,8250,Tutt,Drepanidae,Achlya,flavicornis,galbanus,,British Isles
1521,,Betulaceae,Betula,pendula,,8246,Linnaeus,Drepanidae,Achlya,flavicornis,,,Finland
1547,on fruit trees,Polyphagous,,,,8272,Scopoli,Drepanidae,Cilix,glaucata,,,Europe
1537,,Rosaceae,Sorbus,sitchensis,grayi,8262,Benjamin,Drepanidae,Ceranemota,crumbi,,,Nearctic
1424,,Ulmaceae,Celtis,occidentalis,,8149,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1538,,Rosaceae,Amelanchier,alnifolia,semiintegrifolia,8263,Barnes & McDunn.,Drepanidae,Ceranemota,fasciata,,,Nearctic
1561,,Betulaceae,Alnus,rubra,,8286,Walker,Drepanidae,Drepana,arcuata,,,Nearctic
1563,,Betulaceae,Betula,,,8288,Walker,Drepanidae,Drepana,arcuata,,,Nearctic
1542,,Rosaceae,Prunus,virginiana,,8267,Edwards,Drepanidae,Ceranemota,improvisa,,,Nearctic
1427,,Rosaceae,Crataegus,,,8152,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1395,,Pinaceae,Abies,,,1395,Grote,Arctiidae,Eilema,bicolor,,,Nearctic
1570,,Betulaceae,Betula,populifolia,,8295,Walker,Drepanidae,Drepana,arcuata,,,Nearctic
1544,,Rosaceae,Crataegus,,,8269,Scopoli,Drepanidae,Cilix,glaucata,,,Europe
1434,,Hamamelidaceae,Liquidambar,styraciflua,,8159,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1571,,Betulaceae,Betula,pubescens,pubescens,8296,Walker,Drepanidae,Drepana,arcuata,,,Nearctic
1545,,Rosaceae,Malus,pumila,,8270,Scopoli,Drepanidae,Cilix,glaucata,,,Europe
1403,,Pinaceae,Picea,,,1403,Grote,Arctiidae,Eilema,bicolor,,Y,Nearctic
1550,on leaves,Rosaceae,Prunus,spinosa,,8275,Scopoli,Drepanidae,Cilix,glaucata,,,British Isles
1440,,Oleaceae,Olea,europaea,,8165,Linnaeus,Cossidae,Zeuzera,pyrina,,,Cyprus
1585,,Ulmaceae,Ulmus,,,8310,Packard,Drepanidae,Drepana,bilineata,,,Nearctic
1551,on leaves,Fagaceae,Quercus,,,8276,Denis & Schiff.,Drepanidae,Cymatophorina,diluta,,,British Isles
1447,,Fagaceae,Quercus,alba,,8172,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1579,,Betulaceae,Betula,papyrifera,,8304,Packard,Drepanidae,Drepana,bilineata,,,Nearctic
1589,,Betulaceae,Alnus,incana,,8314,Borkhausen,Drepanidae,Drepana,curvatula,,,Finland
1420,on lichens,Lichenes,,,,1420,Grote,Arctiidae,Eilema,bicolor,,,Nearctic
1601,,Betulaceae,Betula,pubescens,,8326,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1604,on leaves,Betulaceae,Alnus,glutinosa,,8329,Linnaeus,Drepanidae,Drepana,falcataria,,,British Isles
1587,,Betulaceae,Alnus,,,8312,Borkhausen,Drepanidae,Drepana,curvatula,,,Finland
1457,in,Ulmaceae,Ulmus,,,8182,Linnaeus,Cossidae,Zeuzera,pyrina,,,Nearctic
1588,,Betulaceae,Alnus,glutinosa,,8313,Borkhausen,Drepanidae,Drepana,curvatula,,,Finland
1475,,Rosaceae,Malus,pumila,,8200,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,Finland
1485,,Rosaceae,Sorbus,hybrida,,8210,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,Finland
1572,,Salicaceae,Populus,,,8297,Walker,Drepanidae,Drepana,arcuata,,,Nearctic
1600,,Betulaceae,Betula,pendula,,8325,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1573,,Betulaceae,Alnus,,,8298,Packard,Drepanidae,Drepana,bilineata,,,Nearctic
1486,,Rosaceae,Sorbus,intermedia,,8211,Linnaeus,Noctuidae,Diloba,caeruleocephala,,,Finland
1603,,Salicaceae,Salix,,,8328,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1596,,Betulaceae,Alnus,incana,,8321,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1511,,Rosaceae,,,,8236,,Douglasiidae,Tinagma,,,,Nearctic
1599,,Betulaceae,Betula,nana,,8324,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1523,,Salicaceae,Populus,tremula,,8248,Linnaeus,Drepanidae,Achlya,flavicornis,,,Finland
1640,,Cornaceae,Cornus,,,8365,Guenée,Drepanidae,Eudeilinia,herminiata,,,Nearctic
1540,,Rosaceae,Prunus,virginiana,,8265,Barnes & McDunn.,Drepanidae,Ceranemota,fasciata,,,Nearctic
1652,,Betulaceae,Alnus,incana,,8377,Linnaeus,Drepanidae,Falcaria,lacertinaria,,,Finland
1548,on leaves,Rosaceae,,,,8273,Scopoli,Drepanidae,Cilix,glaucata,,,British Isles
1642,,Cornaceae,Cornus,racemosa,,8367,Guenée,Drepanidae,Eudeilinia,herminiata,,,Nearctic
1656,,Betulaceae,Betula,pubescens,,8381,Linnaeus,Drepanidae,Falcaria,lacertinaria,,,Finland
1549,on leaves,Rosaceae,Crataegus,,,8274,Scopoli,Drepanidae,Cilix,glaucata,,,British Isles
1513,in flowers,Boraginaceae,Echium,vulgare,,8238,Fischer v. Rösl.,Douglasiidae,Tinagma,balteolella,,,British Isles
1641,,Cornaceae,Cornus,florida,,8366,Guenée,Drepanidae,Eudeilinia,herminiata,,,Nearctic
1515,in stems,Boraginaceae,Echium,vulgare,,8240,Stainton,Douglasiidae,Tinagma,ocnerostomella,,,British Isles
1651,,Betulaceae,,,,8376,Linnaeus,Drepanidae,Falcaria,lacertinaria,,,Finland
1664,,Corylaceae,Corylus,,,8389,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,Finland
1643,,Cornaceae,Cornus,sericea,,8368,Guenée,Drepanidae,Eudeilinia,herminiata,,,Nearctic
1518,,Betulaceae,Alnus,glutinosa,,8243,Linnaeus,Drepanidae,Achlya,flavicornis,,,Finland
1657,on leaves,Betulaceae,Betula,,,8382,Linnaeus,Drepanidae,Falcaria,lacertinaria,,,British Isles
1668,,Rosaceae,Rubus,fruticosus,,8393,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,Europe
1520,,Betulaceae,Betula,pendula,,8245,Linnaeus,Drepanidae,Achlya,flavicornis,,,Europe
1673,,Rosaceae,,,,8398,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1653,,Betulaceae,Betula,,,8378,Linnaeus,Drepanidae,Falcaria,lacertinaria,,,Europe
1575,,Betulaceae,Betula,,,8300,Packard,Drepanidae,Drepana,bilineata,,,Nearctic
1522,,Betulaceae,Betula,pubescens,,8247,Linnaeus,Drepanidae,Achlya,flavicornis,,,Finland
1675,,Betulaceae,Betula,papyrifera,,8400,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1654,,Betulaceae,Betula,,,8379,Linnaeus,Drepanidae,Falcaria,lacertinaria,,,Finland
1681,,Rosaceae,Rubus,occidentalis,,8406,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1677,,Rosaceae,Rubus,allegheniensis,,8402,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1591,,Corylaceae,Corylus,avellana,,8316,Borkhausen,Drepanidae,Drepana,curvatula,,,Finland
1683,,Rosaceae,Rubus,parviflorus,,8408,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1667,,Rosaceae,Rubus,,,8392,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,Finland
1594,,Betulaceae,Alnus,glutinosa,,8319,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1671,on leaves,Rosaceae,Rubus,fruticosus,,8396,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,British Isles
1597,,Betulaceae,Betula,,,8322,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1672,on leaves,Rosaceae,Rubus,idaeus,,8397,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,British Isles
1674,,Betulaceae,Betula,lenta,,8399,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1546,,Rosaceae,Prunus,spinosa,,8271,Scopoli,Drepanidae,Cilix,glaucata,,,Europe
1679,,Rosaceae,Rubus,idaeus,,8404,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1557,,Betulaceae,Alnus,,,8282,Walker,Drepanidae,Drepana,arcuata,,,Nearctic
1684,,Oleaceae,Syringa,vulgaris,,8409,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1582,,Betulaceae,Betula,pubescens,pubescens,8307,Packard,Drepanidae,Drepana,bilineata,,,Nearctic
1734,,Betulaceae,Betula,,,8459,Linnaeus,Drepanidae,Ochropacha,duplaris,,,Finland
1586,,Ulmaceae,Ulmus,americana,,8311,Packard,Drepanidae,Drepana,bilineata,,,Nearctic
1735,,Betulaceae,Betula,pendula,,8460,Linnaeus,Drepanidae,Ochropacha,duplaris,,,Finland
1647,,Cornaceae,Cornus,florida,,8372,Guenée,Drepanidae,Euthyatira,pudens,,,Nearctic
1590,,Betulaceae,Betula,,,8315,Borkhausen,Drepanidae,Drepana,curvatula,,,Finland
1593,,Betulaceae,,,,8318,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1602,,Fagaceae,Quercus,robur,,8327,Linnaeus,Drepanidae,Drepana,falcataria,,,Finland
1666,,Rosaceae,Rubus,,,8391,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,Europe
1605,on leaves,Betulaceae,Betula,,,8330,Linnaeus,Drepanidae,Drepana,falcataria,,,British Isles
1670,on leaves,Rosaceae,Crataegus,,,8395,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,British Isles
1737,on leaves,Betulaceae,Alnus,glutinosa,,8462,Linnaeus,Drepanidae,Ochropacha,duplaris,,,British Isles
1732,,Betulaceae,,,,8457,Linnaeus,Drepanidae,Ochropacha,duplaris,,,Finland
1780,,Rosaceae,Crataegus,laevigata,,8505,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1733,,Betulaceae,Alnus,incana,,8458,Linnaeus,Drepanidae,Ochropacha,duplaris,,,Finland
1784,,Rosaceae,Prunus,domestica,,8509,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1736,,Betulaceae,Betula,pubescens,,8461,Linnaeus,Drepanidae,Ochropacha,duplaris,,,Finland
1767,,Aceraceae,Acer,,,8492,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1785,,Fagaceae,Quercus,,,8510,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1739,on leaves,Corylaceae,Corylus,,,8464,Linnaeus,Drepanidae,Ochropacha,duplaris,,,British Isles
1787,,Rosaceae,Rosa,,,8512,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1740,on leaves,Fagaceae,Quercus,,,8465,Linnaeus,Drepanidae,Ochropacha,duplaris,,,British Isles
1775,,Betulaceae,Betula,alleghaniensis,,8500,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1738,on leaves,Betulaceae,Betula,,,8463,Linnaeus,Drepanidae,Ochropacha,duplaris,,,British Isles
1750,,Caprifoliaceae,Viburnum,,,8475,Walker,Drepanidae,Oreta,rosea,,,Nearctic
1645,,Cornaceae,Cornus,,,8370,Guenée,Drepanidae,Euthyatira,pudens,,,Nearctic
1753,,Caprifoliaceae,Viburnum,lentago,,8478,Walker,Drepanidae,Oreta,rosea,,,Nearctic
1755,,Caprifoliaceae,Viburnum,nudum,nudum,8480,Walker,Drepanidae,Oreta,rosea,,,Nearctic
1779,,Rosaceae,Crataegus,,,8504,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1773,,Betulaceae,Betula,,,8498,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1778,,Corylaceae,Corylus,cornuta,,8503,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1650,,Fagaceae,Quercus,,,8375,Guenée,Drepanidae,Euthyatira,pudens,,,Nearctic
1789,,Rosaceae,Rubus,,,8514,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1772,,Rosaceae,Amelanchier,alnifolia,semiintegrifolia,8497,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1655,,Betulaceae,Betula,pendula,,8380,Linnaeus,Drepanidae,Falcaria,lacertinaria,,,Finland
1823,on leaves,Salicaceae,Populus,,,8548,Hübner,Drepanidae,Tethea,ocularis,octogesimea,,British Isles
1793,,Salicaceae,Salix,,,8518,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1829,,Betulaceae,Betula,,,8554,Hübner,Drepanidae,Tetheella,fluctuosa,,,Finland
1828,on leaves,Salicaceae,Populus,tremula,,8553,Denis & Schiff.,Drepanidae,Tethea,or,,,British Isles
1665,,Rosaceae,Crataegus,,,8390,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,Finland
1830,on leaves,Betulaceae,Betula,,,8555,Hübner,Drepanidae,Tetheella,fluctuosa,,,British Isles
1669,on leaves,Corylaceae,Corylus,,,8394,Hufnagel,Drepanidae,Habrosyne,pyritoides,,,British Isles
1841,,Rosaceae,Rubus,odoratus,,8566,Linnaeus,Drepanidae,Thyatira,batis,,,Finland
1786,,Fagaceae,Quercus,rubra,,8511,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1678,,Rosaceae,Rubus,fruticosus,,8403,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1821,,Salicaceae,Populus,tremula,,8546,Linnaeus,Drepanidae,Tethea,ocularis,,,Finland
1788,,Rosaceae,Rosa,canina,,8513,Guenée,Drepanidae,Pseudothyatira,cymatophoroides,,,Nearctic
1682,,Rosaceae,Rubus,odoratus,,8407,Gosse,Drepanidae,Habrosyne,scripta,,,Nearctic
1838,,Rosaceae,Rubus,idaeus,,8563,Linnaeus,Drepanidae,Thyatira,batis,,,Finland
1824,on leaves,Salicaceae,Populus,tremula,,8549,Hübner,Drepanidae,Tethea,ocularis,octogesimea,,British Isles
1856,on leaves,Betulaceae,Betula,pendula,,8581,Hufnagel,Drepanidae,Watsonalla,binaria,,,British Isles
1827,on leaves,Salicaceae,Populus,,,8552,Denis & Schiff.,Drepanidae,Tethea,or,,,British Isles
1801,on leaves,Tiliaceae,Tilia,cordata,,8526,Esper,Drepanidae,Sabra,harpagula,,,British Isles
1862,in leaves,Boraginaceae,Myosotis,sylvatica,,8587,Stainton,Elachistidae,Austriana,abbreviatella,,,Europe
1866,in leaves,Cyperaceae,Carex,,,8591,Braun,Elachistidae,Biselachista,cucullata,,,Nearctic
1865,,Cyperaceae,Carex,,,8590,Braun,Elachistidae,Biselachista,cucullata,,,Nearctic
1867,in leaves,Cyperaceae,Carex,jamesii,,8592,Braun,Elachistidae,Biselachista,cucullata,,,Nearctic
1868,in leaves,Cyperaceae,Carex,,,8593,Stainton,Elachistidae,Biselachista,eleochariella,,,British Isles
1885,in leaves,Cyperaceae,Carex,,,8610,Frey,Elachistidae,Biselachista,utonella,,,British Isles
1870,in leaves,Cyperaceae,Carex,flacca,,8595,Stainton,Elachistidae,Biselachista,eleochariella,,,British Isles
1842,on leaves,Rosaceae,Rubus,fruticosus,,8567,Linnaeus,Drepanidae,Thyatira,batis,,,British Isles
1886,in leaves,Cyperaceae,Carex,acutiformis,,8611,Frey,Elachistidae,Biselachista,utonella,,,British Isles
1876,in leaves,Juncaceae,Juncus,compressus,,8601,Stainton,Elachistidae,Biselachista,scirpi,,,British Isles
1861,in leaves,Boraginaceae,Myosotis,arvensis,,8586,Stainton,Elachistidae,Austriana,abbreviatella,,,Europe
1863,in leaves,Cyperaceae,Carex,flacca,,8588,Haworth,Elachistidae,Biselachista,cinereopunctella,,,British Isles
1905,in leaves,Gramineae,Poa,,,8630,Hübner,Elachistidae,Cosmiotes,freyerella,,,British Isles
1883,in leaves,Juncaceae,Luzula,,,8608,Stainton,Elachistidae,Biselachista,trapeziella,,,British Isles
1871,in leaves,Cyperaceae,Eleocharis,,,8596,Stainton,Elachistidae,Biselachista,eleochariella,,,British Isles
1912,in leaves,Gramineae,Agrostis,,,8637,Clemens,Elachistidae,Cosmiotes,illectella,,,Nearctic
1749,,Betulaceae,Betula,,,8474,Walker,Drepanidae,Oreta,rosea,,,Nearctic
1913,in leaves,Gramineae,Bromus,,,8638,Clemens,Elachistidae,Cosmiotes,illectella,,,Nearctic
1857,on leaves,Fagaceae,Quercus,,,8582,Hufnagel,Drepanidae,Watsonalla,binaria,,,British Isles
1918,in leaves,Gramineae,Poa,,,8643,Clemens,Elachistidae,Cosmiotes,illectella,,,Nearctic
1897,on galls,Hydrophyllaceae,Eriodictyon,glutinosum,,8622,Walsingham,Elachistidae,Coelopoeta,glutinosi,,,Nearctic
1858,on leaves,Fagaceae,Fagus,,,8583,Fabricius,Drepanidae,Watsonalla,cultraria,,,British Isles
1752,,Caprifoliaceae,Viburnum,acerifolium,,8477,Walker,Drepanidae,Oreta,rosea,,,Nearctic
1898,on leaf galls,Hydrophyllaceae,Eriodictyon,californicum,,8623,Walsingham,Elachistidae,Coelopoeta,glutinosi,,,Nearctic
1902,in leaves,Gramineae,,,,8627,Stainton,Elachistidae,Cosmiotes,consortella,,,British Isles
1904,in leaves,Gramineae,,,,8629,Hübner,Elachistidae,Cosmiotes,freyerella,,,British Isles
1880,in leaves,Cyperaceae,Carex,,,8605,Stainton,Elachistidae,Biselachista,serricornis,,,British Isles
1940,in stems,Gramineae,Poa,sylvestris,,8665,Engel,Elachistidae,Elachista,albicapitella,,,Nearctic
1910,,Gramineae,Poa,pratensis,,8635,Clemens,Elachistidae,Cosmiotes,illectella,,,Nearctic
1916,in leaves,Gramineae,Oryzopsis,,,8641,Clemens,Elachistidae,Cosmiotes,illectella,,,Nearctic
1881,in leaves,Cyperaceae,Carex,sylvatica,,8606,Stainton,Elachistidae,Biselachista,serricornis,,,British Isles
1952,in leaves,Gramineae,,,,8677,Hübner,Elachistidae,Elachista,albifrontella,,,British Isles
1914,in leaves,Gramineae,Elymus,,,8639,Clemens,Elachistidae,Cosmiotes,illectella,,,Nearctic
1917,in leaves,Gramineae,Phleum,,,8642,Clemens,Elachistidae,Cosmiotes,illectella,,,Nearctic
1764,on leaves,Fagaceae,Quercus,,,8489,Fabricius,Drepanidae,Polyploca,ridens,,,British Isles
1962,,Gramineae,Agrostis,cf. capillaris,,8687,Stainton,Elachistidae,Elachista,apicipunctella,,,Finland
1920,in leaves,Gramineae,Agrostis,,,8645,Braun,Elachistidae,Cosmiotes,scopulicola,,,Nearctic
